jahr;monat;tourismusregion;tourismusjahr;tourismushalbjahr;unterkunft_6;ankuenfte;uebernachtungen
2008;3 ;Wörthersee/Rosental;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;5174;13608
2008;3 ;Wörthersee/Rosental;2007/08;WHJ;Gew. FEWO;88;1215
2008;3 ;Wörthersee/Rosental;2007/08;WHJ;Priv. FEWO;92;646
2008;3 ;Wörthersee/Rosental;2007/08;WHJ;Privatquartiere;61;255
2008;3 ;Wörthersee/Rosental;2007/08;WHJ;Sonstige inkl. Camping;642;3396
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Gew. Betr. 2/1*;532;1336
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Gew. Betr. 3*;3790;7570
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;2432;7680
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Gew. FEWO;1360;6066
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Priv. FEWO;398;2429
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Privatquartiere;310;1246
2008;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;WHJ;Sonstige inkl. Camping;692;3085
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Gew. Betr. 2/1*;808;2656
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Gew. Betr. 3*;3089;12597
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;1351;4287
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Gew. FEWO;383;1795
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Priv. FEWO;718;3680
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Privatquartiere;276;1303
2008;4 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;WHJ;Sonstige inkl. Camping;851;3295
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Gew. Betr. 2/1*;210;364
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Gew. Betr. 3*;286;1059
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;432;3813
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Gew. FEWO;279;2513
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Priv. FEWO;71;475
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Privatquartiere;25;64
2008;4 ;Katschberg/Lieser- und Maltatal;2007/08;WHJ;Sonstige inkl. Camping;180;720
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Gew. Betr. 2/1*;894;3025
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Gew. Betr. 3*;3672;8143
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;2830;29068
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Gew. FEWO;240;942
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Priv. FEWO;430;2843
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Privatquartiere;272;1919
2008;4 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;WHJ;Sonstige inkl. Camping;558;1810
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Gew. Betr. 2/1*;336;846
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Gew. Betr. 3*;1918;4795
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;1183;5109
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Gew. FEWO;83;220
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Priv. FEWO;75;556
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Privatquartiere;111;356
2008;4 ;Kärnten-Mitte;2007/08;WHJ;Sonstige inkl. Camping;650;7589
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Gew. Betr. 2/1*;244;557
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Gew. Betr. 3*;1250;4221
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;2616;12145
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Gew. FEWO;108;702
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Priv. FEWO;199;1157
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Privatquartiere;153;546
2008;4 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;WHJ;Sonstige inkl. Camping;498;3298
2008;4 ;Region Klagenfurt;2007/08;WHJ;Gew. Betr. 2/1*;982;2412
2008;4 ;Region Klagenfurt;2007/08;WHJ;Gew. Betr. 3*;4364;8395
2008;4 ;Region Klagenfurt;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;6707;10244
2008;4 ;Region Klagenfurt;2007/08;WHJ;Gew. FEWO;0;0
2008;4 ;Region Klagenfurt;2007/08;WHJ;Priv. FEWO;51;150
2008;4 ;Region Klagenfurt;2007/08;WHJ;Privatquartiere;115;441
2008;4 ;Region Klagenfurt;2007/08;WHJ;Sonstige inkl. Camping;1875;3778
2008;4 ;Region Villach;2007/08;WHJ;Gew. Betr. 2/1*;937;3189
2008;4 ;Region Villach;2007/08;WHJ;Gew. Betr. 3*;6071;13250
2008;4 ;Region Villach;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;9318;25064
2008;4 ;Region Villach;2007/08;WHJ;Gew. FEWO;550;1374
2008;4 ;Region Villach;2007/08;WHJ;Priv. FEWO;162;963
2008;4 ;Region Villach;2007/08;WHJ;Privatquartiere;221;841
2008;4 ;Region Villach;2007/08;WHJ;Sonstige inkl. Camping;2056;9405
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Gew. Betr. 2/1*;729;1974
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Gew. Betr. 3*;3731;7004
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Gew. Betr. 5*/4*/4* S;6928;17739
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Gew. FEWO;119;1094
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Priv. FEWO;143;776
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Privatquartiere;131;455
2008;4 ;Wörthersee/Rosental;2007/08;WHJ;Sonstige inkl. Camping;1568;6003
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 2/1*;2595;9217
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 3*;8857;26588
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;11165;45548
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. FEWO;5049;22490
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Priv. FEWO;1814;12058
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Privatquartiere;931;3963
2008;5 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Sonstige inkl. Camping;4655;24576
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 2/1*;1530;5009
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 3*;6031;18596
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;1733;5991
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. FEWO;345;1214
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Priv. FEWO;779;4350
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Privatquartiere;708;3016
2008;5 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Sonstige inkl. Camping;2230;10337
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 2/1*;754;1718
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 3*;2578;9427
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;2431;10741
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. FEWO;317;2572
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Priv. FEWO;217;1309
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Privatquartiere;175;769
2008;5 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Sonstige inkl. Camping;888;3543
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 2/1*;3132;11048
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 3*;9259;28037
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;5451;28204
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. FEWO;1407;7835
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Priv. FEWO;738;5416
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Privatquartiere;469;2509
2008;5 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Sonstige inkl. Camping;3249;12915
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 2/1*;655;1632
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 3*;2658;5976
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;1653;7124
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Gew. FEWO;285;1873
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Priv. FEWO;601;3953
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Privatquartiere;297;1034
2008;5 ;Kärnten-Mitte;2007/08;SHJ;Sonstige inkl. Camping;901;9352
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 2/1*;1587;4901
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 3*;6185;22993
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;6493;24701
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. FEWO;1116;6381
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Priv. FEWO;951;5247
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Privatquartiere;624;2986
2008;5 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Sonstige inkl. Camping;2387;10540
2008;5 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 2/1*;1208;2785
2008;5 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 3*;5366;10414
2008;5 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;6579;11413
2008;5 ;Region Klagenfurt;2007/08;SHJ;Gew. FEWO;6;21
2008;5 ;Region Klagenfurt;2007/08;SHJ;Priv. FEWO;99;329
2008;5 ;Region Klagenfurt;2007/08;SHJ;Privatquartiere;201;691
2008;5 ;Region Klagenfurt;2007/08;SHJ;Sonstige inkl. Camping;3525;7927
2008;5 ;Region Villach;2007/08;SHJ;Gew. Betr. 2/1*;2987;10408
2008;5 ;Region Villach;2007/08;SHJ;Gew. Betr. 3*;13728;40210
2008;5 ;Region Villach;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;16179;47253
2008;5 ;Region Villach;2007/08;SHJ;Gew. FEWO;2678;12974
2008;5 ;Region Villach;2007/08;SHJ;Priv. FEWO;1079;6853
2008;5 ;Region Villach;2007/08;SHJ;Privatquartiere;738;3057
2008;5 ;Region Villach;2007/08;SHJ;Sonstige inkl. Camping;10671;45980
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 2/1*;5046;16966
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 3*;14429;43999
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;18471;60100
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Gew. FEWO;2089;9480
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Priv. FEWO;2771;12533
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Privatquartiere;2676;8622
2008;5 ;Wörthersee/Rosental;2007/08;SHJ;Sonstige inkl. Camping;9442;35564
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 2/1*;3902;15697
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 3*;12240;43460
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;14202;66073
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. FEWO;5718;30869
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Priv. FEWO;3304;24570
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Privatquartiere;1819;9081
2008;6 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Sonstige inkl. Camping;9040;47239
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 2/1*;2408;8159
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 3*;9080;30443
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;4460;17170
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. FEWO;798;2755
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Priv. FEWO;1233;6997
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Privatquartiere;1044;5212
2008;6 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Sonstige inkl. Camping;4688;20781
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 2/1*;1263;2814
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 3*;3862;14991
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;3030;14351
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. FEWO;520;3185
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Priv. FEWO;372;2161
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Privatquartiere;203;1006
2008;6 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Sonstige inkl. Camping;1656;6021
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 2/1*;5350;24054
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 3*;10974;44453
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;5871;32109
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. FEWO;3120;18516
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Priv. FEWO;2027;14131
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Privatquartiere;739;4292
2008;6 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Sonstige inkl. Camping;4424;25895
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 2/1*;1237;3403
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 3*;3436;8549
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;1807;6487
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Gew. FEWO;250;1740
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Priv. FEWO;789;6636
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Privatquartiere;528;1840
2008;6 ;Kärnten-Mitte;2007/08;SHJ;Sonstige inkl. Camping;698;9167
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 2/1*;2150;8631
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 3*;9190;37357
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;7175;32878
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. FEWO;1879;12718
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Priv. FEWO;2090;13576
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Privatquartiere;1393;7894
2008;6 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Sonstige inkl. Camping;4902;25295
2008;6 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 2/1*;1498;3694
2008;6 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 3*;4708;11041
2008;6 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;6494;11145
2008;6 ;Region Klagenfurt;2007/08;SHJ;Gew. FEWO;15;79
2008;6 ;Region Klagenfurt;2007/08;SHJ;Priv. FEWO;158;614
2008;6 ;Region Klagenfurt;2007/08;SHJ;Privatquartiere;351;1163
2008;6 ;Region Klagenfurt;2007/08;SHJ;Sonstige inkl. Camping;8344;20865
2008;6 ;Region Villach;2007/08;SHJ;Gew. Betr. 2/1*;3972;16515
2008;6 ;Region Villach;2007/08;SHJ;Gew. Betr. 3*;17770;63264
2008;6 ;Region Villach;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;16873;55140
2008;6 ;Region Villach;2007/08;SHJ;Gew. FEWO;4423;28543
2008;6 ;Region Villach;2007/08;SHJ;Priv. FEWO;2682;18285
2008;6 ;Region Villach;2007/08;SHJ;Privatquartiere;1380;6599
2008;6 ;Region Villach;2007/08;SHJ;Sonstige inkl. Camping;17479;86141
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 2/1*;5458;19984
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 3*;16698;60610
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;19870;68662
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Gew. FEWO;2263;15308
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Priv. FEWO;2569;17209
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Privatquartiere;2090;9138
2008;6 ;Wörthersee/Rosental;2007/08;SHJ;Sonstige inkl. Camping;11009;54692
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 2/1*;4987;26389
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 3*;15923;71427
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;17432;111975
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. FEWO;8274;70770
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Priv. FEWO;7550;74517
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Privatquartiere;4882;32105
2008;7 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Sonstige inkl. Camping;21114;163674
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 2/1*;3200;14163
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 3*;11821;49275
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;5628;25420
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. FEWO;1094;7885
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Priv. FEWO;3694;28396
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Privatquartiere;2733;18031
2008;7 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Sonstige inkl. Camping;13599;78071
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 2/1*;1929;5041
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 3*;5041;22388
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;4721;30600
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Gew. FEWO;1157;11246
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Priv. FEWO;1134;8964
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Privatquartiere;642;3503
2008;7 ;Katschberg/Lieser- und Maltatal;2007/08;SHJ;Sonstige inkl. Camping;4343;24403
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 2/1*;8881;50012
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 3*;15703;72563
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;7464;50131
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Gew. FEWO;5439;45767
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Priv. FEWO;5067;47722
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Privatquartiere;2435;15483
2008;7 ;Klopeiner See – Südkärnten/Lavanttal;2007/08;SHJ;Sonstige inkl. Camping;9404;67588
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 2/1*;1181;5193
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 3*;3710;15249
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;2622;11710
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Gew. FEWO;387;4596
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Priv. FEWO;2035;21386
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Privatquartiere;1021;6996
2008;7 ;Kärnten-Mitte;2007/08;SHJ;Sonstige inkl. Camping;1205;12027
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 2/1*;3498;19383
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 3*;12039;71266
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;9597;64778
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Gew. FEWO;3351;34391
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Priv. FEWO;5179;54766
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Privatquartiere;3749;28728
2008;7 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2007/08;SHJ;Sonstige inkl. Camping;12999;98000
2008;7 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 2/1*;1526;3780
2008;7 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 3*;5931;13189
2008;7 ;Region Klagenfurt;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;7478;14643
2008;7 ;Region Klagenfurt;2007/08;SHJ;Gew. FEWO;44;467
2008;7 ;Region Klagenfurt;2007/08;SHJ;Priv. FEWO;243;1190
2008;7 ;Region Klagenfurt;2007/08;SHJ;Privatquartiere;499;1679
2008;7 ;Region Klagenfurt;2007/08;SHJ;Sonstige inkl. Camping;7323;29832
2008;7 ;Region Villach;2007/08;SHJ;Gew. Betr. 2/1*;6052;32344
2008;7 ;Region Villach;2007/08;SHJ;Gew. Betr. 3*;23977;111387
2008;7 ;Region Villach;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;20096;80514
2008;7 ;Region Villach;2007/08;SHJ;Gew. FEWO;5343;50523
2008;7 ;Region Villach;2007/08;SHJ;Priv. FEWO;6140;63055
2008;7 ;Region Villach;2007/08;SHJ;Privatquartiere;4191;26500
2008;7 ;Region Villach;2007/08;SHJ;Sonstige inkl. Camping;40449;292299
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 2/1*;8748;42050
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 3*;24099;107253
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;23839;114842
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Gew. FEWO;10283;41473
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Priv. FEWO;5910;49113
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Privatquartiere;5744;30319
2008;7 ;Wörthersee/Rosental;2007/08;SHJ;Sonstige inkl. Camping;17433;141317
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 2/1*;5103;26951
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 3*;17572;75209
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. Betr. 5*/4*/4* S;21060;122598
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Gew. FEWO;8526;64439
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Priv. FEWO;7770;72028
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Privatquartiere;4942;31474
2008;8 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2007/08;SHJ;Sonstige inkl. Camping;17966;120366
2008;8 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 2/1*;3693;15139
2008;8 ;Hohe Tauern – die Nationalpark Region in Kärnten;2007/08;SHJ;Gew. Betr. 3*;13586;52806
