jahr;monat;tourismusregion;tourismusjahr;tourismushalbjahr;unterkunft_6;ankuenfte;uebernachtungen
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Gew. Betr. 2/1*;2451;10670
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Gew. Betr. 3*;7499;26137
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Gew. Betr. 5*/4*/4* S;6762;33678
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Gew. FEWO;1686;12684
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Priv. FEWO;668;7291
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Privatquartiere;427;2956
2011;9 ;Klopeiner See – Südkärnten/Lavanttal;2010/11;SHJ;Sonstige inkl. Camping;2887;20027
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Gew. Betr. 2/1*;958;2161
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Gew. Betr. 3*;2566;7107
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Gew. Betr. 5*/4*/4* S;3597;10193
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Gew. FEWO;90;1263
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Priv. FEWO;651;6287
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Privatquartiere;315;1436
2011;9 ;Kärnten-Mitte;2010/11;SHJ;Sonstige inkl. Camping;818;10361
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Gew. Betr. 2/1*;2039;7324
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Gew. Betr. 3*;7869;33200
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Gew. Betr. 5*/4*/4* S;9839;49015
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Gew. FEWO;1783;15576
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Priv. FEWO;1421;13620
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Privatquartiere;1296;7503
2011;9 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2010/11;SHJ;Sonstige inkl. Camping;4771;20406
2011;9 ;Region Klagenfurt;2010/11;SHJ;Gew. Betr. 2/1*;1059;2552
2011;9 ;Region Klagenfurt;2010/11;SHJ;Gew. Betr. 3*;4756;9681
2011;9 ;Region Klagenfurt;2010/11;SHJ;Gew. Betr. 5*/4*/4* S;10447;17274
2011;9 ;Region Klagenfurt;2010/11;SHJ;Gew. FEWO;0;2
2011;9 ;Region Klagenfurt;2010/11;SHJ;Priv. FEWO;61;227
2011;9 ;Region Klagenfurt;2010/11;SHJ;Privatquartiere;222;674
2011;9 ;Region Klagenfurt;2010/11;SHJ;Sonstige inkl. Camping;2444;7630
2011;9 ;Region Villach;2010/11;SHJ;Gew. Betr. 2/1*;3249;12890
2011;9 ;Region Villach;2010/11;SHJ;Gew. Betr. 3*;15701;49491
2011;9 ;Region Villach;2010/11;SHJ;Gew. Betr. 5*/4*/4* S;21660;68431
2011;9 ;Region Villach;2010/11;SHJ;Gew. FEWO;3641;20140
2011;9 ;Region Villach;2010/11;SHJ;Priv. FEWO;2558;19528
2011;9 ;Region Villach;2010/11;SHJ;Privatquartiere;2229;9937
2011;9 ;Region Villach;2010/11;SHJ;Sonstige inkl. Camping;21193;79113
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Gew. Betr. 2/1*;3021;11550
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Gew. Betr. 3*;12201;41200
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Gew. Betr. 5*/4*/4* S;20301;71685
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Gew. FEWO;1124;9472
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Priv. FEWO;1235;10299
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Privatquartiere;1340;4901
2011;9 ;Wörthersee/Rosental;2010/11;SHJ;Sonstige inkl. Camping;5199;25035
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Gew. Betr. 2/1*;1687;7685
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Gew. Betr. 3*;7787;35813
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;17533;76605
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Gew. FEWO;4708;32091
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Priv. FEWO;5032;35176
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Privatquartiere;773;3692
2012;1 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;WHJ;Sonstige inkl. Camping;1708;7672
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Gew. Betr. 2/1*;1575;6780
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Gew. Betr. 3*;7733;41075
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;4194;21750
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Gew. FEWO;1169;7939
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Priv. FEWO;1816;13920
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Privatquartiere;744;5126
2012;1 ;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;WHJ;Sonstige inkl. Camping;1707;7198
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Gew. Betr. 2/1*;1004;3597
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Gew. Betr. 3*;2803;13304
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;9475;48473
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Gew. FEWO;2080;14618
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Priv. FEWO;624;4641
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Privatquartiere;131;574
2012;1 ;Katschberg/Lieser- und Maltatal;2011/12;WHJ;Sonstige inkl. Camping;77;480
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Gew. Betr. 2/1*;954;3329
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Gew. Betr. 3*;2948;8242
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;2050;11456
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Gew. FEWO;993;5296
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Priv. FEWO;486;3050
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Privatquartiere;176;948
2012;1 ;Klopeiner See – Südkärnten/Lavanttal;2011/12;WHJ;Sonstige inkl. Camping;999;6437
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Gew. Betr. 2/1*;185;543
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Gew. Betr. 3*;1029;3496
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;1499;5582
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Gew. FEWO;53;446
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Priv. FEWO;435;3965
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Privatquartiere;46;440
2012;1 ;Kärnten-Mitte;2011/12;WHJ;Sonstige inkl. Camping;823;10168
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Gew. Betr. 2/1*;1371;6900
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Gew. Betr. 3*;9946;42538
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;15251;67015
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Gew. FEWO;5491;31334
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Priv. FEWO;5455;34543
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Privatquartiere;1194;6230
2012;1 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;WHJ;Sonstige inkl. Camping;2773;16581
2012;1 ;Region Klagenfurt;2011/12;WHJ;Gew. Betr. 2/1*;229;544
2012;1 ;Region Klagenfurt;2011/12;WHJ;Gew. Betr. 3*;2510;4430
2012;1 ;Region Klagenfurt;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;6236;9622
2012;1 ;Region Klagenfurt;2011/12;WHJ;Priv. FEWO;16;65
2012;1 ;Region Klagenfurt;2011/12;WHJ;Privatquartiere;68;216
2012;1 ;Region Klagenfurt;2011/12;WHJ;Sonstige inkl. Camping;745;1499
2012;1 ;Region Villach;2011/12;WHJ;Gew. Betr. 2/1*;2239;10182
2012;1 ;Region Villach;2011/12;WHJ;Gew. Betr. 3*;6496;22557
2012;1 ;Region Villach;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;13267;49924
2012;1 ;Region Villach;2011/12;WHJ;Gew. FEWO;3529;18574
2012;1 ;Region Villach;2011/12;WHJ;Priv. FEWO;1216;8891
2012;1 ;Region Villach;2011/12;WHJ;Privatquartiere;581;2910
2012;1 ;Region Villach;2011/12;WHJ;Sonstige inkl. Camping;3605;19358
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Gew. Betr. 2/1*;246;676
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Gew. Betr. 3*;1665;3072
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Gew. Betr. 5*/4*/4* S;3168;9573
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Gew. FEWO;94;726
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Priv. FEWO;70;605
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Privatquartiere;160;232
2012;1 ;Wörthersee/Rosental;2011/12;WHJ;Sonstige inkl. Camping;690;3850
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Gew. Betr. 2/1*;583;2155
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Gew. Betr. 3*;3545;8685
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;10431;36969
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Gew. FEWO;717;4179
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Priv. FEWO;926;7193
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Privatquartiere;565;2192
2012;10;Bad Kleinkirchheim/Millstätter See/Nockberge;2011/12;SHJ;Sonstige inkl. Camping;2017;7311
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Gew. Betr. 2/1*;801;2258
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Gew. Betr. 3*;3619;10569
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;1150;4671
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Gew. FEWO;439;2315
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Priv. FEWO;993;4817
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Privatquartiere;273;1725
2012;10;Hohe Tauern – die Nationalpark Region in Kärnten;2011/12;SHJ;Sonstige inkl. Camping;543;1522
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Gew. Betr. 2/1*;290;834
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Gew. Betr. 3*;880;2922
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;5498;20769
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Gew. FEWO;245;1670
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Priv. FEWO;158;1160
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Privatquartiere;63;347
2012;10;Katschberg/Lieser- und Maltatal;2011/12;SHJ;Sonstige inkl. Camping;241;1094
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Gew. Betr. 2/1*;758;2843
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Gew. Betr. 3*;2705;8652
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;3062;16176
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Gew. FEWO;280;1720
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Priv. FEWO;197;1467
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Privatquartiere;148;1099
2012;10;Klopeiner See – Südkärnten/Lavanttal;2011/12;SHJ;Sonstige inkl. Camping;921;7100
2012;10;Kärnten-Mitte;2011/12;SHJ;Gew. Betr. 2/1*;340;924
2012;10;Kärnten-Mitte;2011/12;SHJ;Gew. Betr. 3*;1690;4183
2012;10;Kärnten-Mitte;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;2789;7134
2012;10;Kärnten-Mitte;2011/12;SHJ;Gew. FEWO;31;182
2012;10;Kärnten-Mitte;2011/12;SHJ;Priv. FEWO;171;1072
2012;10;Kärnten-Mitte;2011/12;SHJ;Privatquartiere;152;686
2012;10;Kärnten-Mitte;2011/12;SHJ;Sonstige inkl. Camping;1282;9406
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Gew. Betr. 2/1*;334;1372
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Gew. Betr. 3*;2693;11077
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;5273;18274
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Gew. FEWO;291;1841
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Priv. FEWO;383;2863
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Privatquartiere;243;1066
2012;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2011/12;SHJ;Sonstige inkl. Camping;1117;7135
2012;10;Region Klagenfurt;2011/12;SHJ;Gew. Betr. 2/1*;605;1508
2012;10;Region Klagenfurt;2011/12;SHJ;Gew. Betr. 3*;3565;6259
2012;10;Region Klagenfurt;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;8345;12382
2012;10;Region Klagenfurt;2011/12;SHJ;Priv. FEWO;49;318
2012;10;Region Klagenfurt;2011/12;SHJ;Privatquartiere;154;510
2012;10;Region Klagenfurt;2011/12;SHJ;Sonstige inkl. Camping;982;1891
2012;10;Region Villach;2011/12;SHJ;Gew. Betr. 2/1*;857;2984
2012;10;Region Villach;2011/12;SHJ;Gew. Betr. 3*;6745;14793
2012;10;Region Villach;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;16470;48909
2012;10;Region Villach;2011/12;SHJ;Gew. FEWO;495;2976
2012;10;Region Villach;2011/12;SHJ;Priv. FEWO;317;3040
2012;10;Region Villach;2011/12;SHJ;Privatquartiere;286;1181
2012;10;Region Villach;2011/12;SHJ;Sonstige inkl. Camping;2497;15364
2012;10;Wörthersee/Rosental;2011/12;SHJ;Gew. Betr. 2/1*;410;1180
2012;10;Wörthersee/Rosental;2011/12;SHJ;Gew. Betr. 3*;3383;7521
2012;10;Wörthersee/Rosental;2011/12;SHJ;Gew. Betr. 5*/4*/4* S;9219;23375
2012;10;Wörthersee/Rosental;2011/12;SHJ;Gew. FEWO;150;2523
2012;10;Wörthersee/Rosental;2011/12;SHJ;Priv. FEWO;197;1835
2012;10;Wörthersee/Rosental;2011/12;SHJ;Privatquartiere;189;730
2012;10;Wörthersee/Rosental;2011/12;SHJ;Sonstige inkl. Camping;1106;4660
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. Betr. 2/1*;532;1038
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. Betr. 3*;1715;3289
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;5090;13530
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. FEWO;51;288
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Priv. FEWO;185;1397
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Privatquartiere;286;901
2012;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Sonstige inkl. Camping;252;679
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. Betr. 2/1*;829;1808
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. Betr. 3*;2070;5972
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;711;1933
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. FEWO;579;2301
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Priv. FEWO;1098;4519
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Privatquartiere;136;557
2012;11;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Sonstige inkl. Camping;356;602
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. Betr. 2/1*;96;256
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. Betr. 3*;181;246
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;787;3429
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. FEWO;26;97
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Priv. FEWO;16;111
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Privatquartiere;16;62
2012;11;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Sonstige inkl. Camping;17;131
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. Betr. 2/1*;546;2044
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. Betr. 3*;2173;4566
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;2150;11742
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. FEWO;171;744
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Priv. FEWO;67;498
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Privatquartiere;79;1093
2012;11;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Sonstige inkl. Camping;903;5351
2012;11;Kärnten-Mitte;2012/13;WHJ;Gew. Betr. 2/1*;216;576
2012;11;Kärnten-Mitte;2012/13;WHJ;Gew. Betr. 3*;1100;2827
2012;11;Kärnten-Mitte;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;1845;4768
2012;11;Kärnten-Mitte;2012/13;WHJ;Gew. FEWO;27;238
2012;11;Kärnten-Mitte;2012/13;WHJ;Priv. FEWO;151;980
2012;11;Kärnten-Mitte;2012/13;WHJ;Privatquartiere;59;332
2012;11;Kärnten-Mitte;2012/13;WHJ;Sonstige inkl. Camping;809;8510
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. Betr. 2/1*;65;126
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. Betr. 3*;593;1446
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;2954;6507
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. FEWO;64;269
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Priv. FEWO;93;603
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Privatquartiere;77;367
2012;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Sonstige inkl. Camping;314;3799
2012;11;Region Klagenfurt;2012/13;WHJ;Gew. Betr. 2/1*;576;1314
2012;11;Region Klagenfurt;2012/13;WHJ;Gew. Betr. 3*;3306;5638
2012;11;Region Klagenfurt;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;7624;11468
2012;11;Region Klagenfurt;2012/13;WHJ;Gew. FEWO;7;14
2012;11;Region Klagenfurt;2012/13;WHJ;Priv. FEWO;58;245
2012;11;Region Klagenfurt;2012/13;WHJ;Privatquartiere;141;393
2012;11;Region Klagenfurt;2012/13;WHJ;Sonstige inkl. Camping;1183;2108
2012;11;Region Villach;2012/13;WHJ;Gew. Betr. 2/1*;791;2558
2012;11;Region Villach;2012/13;WHJ;Gew. Betr. 3*;3645;6944
2012;11;Region Villach;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;11736;33240
2012;11;Region Villach;2012/13;WHJ;Gew. FEWO;303;1357
2012;11;Region Villach;2012/13;WHJ;Priv. FEWO;83;995
2012;11;Region Villach;2012/13;WHJ;Privatquartiere;116;446
2012;11;Region Villach;2012/13;WHJ;Sonstige inkl. Camping;919;7598
2012;11;Wörthersee/Rosental;2012/13;WHJ;Gew. Betr. 2/1*;327;930
2012;11;Wörthersee/Rosental;2012/13;WHJ;Gew. Betr. 3*;1670;2868
2012;11;Wörthersee/Rosental;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;3111;6130
2012;11;Wörthersee/Rosental;2012/13;WHJ;Gew. FEWO;52;453
2012;11;Wörthersee/Rosental;2012/13;WHJ;Priv. FEWO;73;803
2012;11;Wörthersee/Rosental;2012/13;WHJ;Privatquartiere;198;319
2012;11;Wörthersee/Rosental;2012/13;WHJ;Sonstige inkl. Camping;964;3757
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. Betr. 2/1*;1122;3669
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. Betr. 3*;6694;21562
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;12337;49230
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Gew. FEWO;3053;14043
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Priv. FEWO;3592;17019
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Privatquartiere;799;2844
2012;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2012/13;WHJ;Sonstige inkl. Camping;827;2647
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. Betr. 2/1*;1026;4168
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. Betr. 3*;5034;20552
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;3513;13168
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Gew. FEWO;1419;6215
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Priv. FEWO;2317;11433
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Privatquartiere;815;3705
2012;12;Hohe Tauern – die Nationalpark Region in Kärnten;2012/13;WHJ;Sonstige inkl. Camping;1176;3416
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. Betr. 2/1*;689;2237
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. Betr. 3*;1814;7268
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;6764;27655
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Gew. FEWO;1571;7343
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Priv. FEWO;757;3505
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Privatquartiere;78;268
2012;12;Katschberg/Lieser- und Maltatal;2012/13;WHJ;Sonstige inkl. Camping;152;586
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. Betr. 2/1*;842;3316
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. Betr. 3*;2370;5802
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;1688;12713
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Gew. FEWO;580;3117
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Priv. FEWO;412;2117
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Privatquartiere;194;1205
2012;12;Klopeiner See – Südkärnten/Lavanttal;2012/13;WHJ;Sonstige inkl. Camping;832;5426
2012;12;Kärnten-Mitte;2012/13;WHJ;Gew. Betr. 2/1*;217;657
2012;12;Kärnten-Mitte;2012/13;WHJ;Gew. Betr. 3*;986;2615
2012;12;Kärnten-Mitte;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;1460;3275
2012;12;Kärnten-Mitte;2012/13;WHJ;Gew. FEWO;66;430
2012;12;Kärnten-Mitte;2012/13;WHJ;Priv. FEWO;471;2557
2012;12;Kärnten-Mitte;2012/13;WHJ;Privatquartiere;53;185
2012;12;Kärnten-Mitte;2012/13;WHJ;Sonstige inkl. Camping;627;9425
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. Betr. 2/1*;772;3024
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. Betr. 3*;6422;23435
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;9319;34787
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Gew. FEWO;4244;19412
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Priv. FEWO;3853;17303
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Privatquartiere;913;3643
2012;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2012/13;WHJ;Sonstige inkl. Camping;2401;10987
2012;12;Region Klagenfurt;2012/13;WHJ;Gew. Betr. 2/1*;395;965
2012;12;Region Klagenfurt;2012/13;WHJ;Gew. Betr. 3*;2856;4767
2012;12;Region Klagenfurt;2012/13;WHJ;Gew. Betr. 5*/4*/4* S;7483;11459
2012;12;Region Klagenfurt;2012/13;WHJ;Priv. FEWO;44;242
