Jahr;Tourismushalbjahr;Tourismusregion;Unterkunft;Art;Anzahl
2005;Winter;Katschberg/Lieser- und Maltatal;Privatquartiere auf Bauernhof;Zusatzbetten;14
2005;Winter;Katschberg/Lieser- und Maltatal;Privatquartiere nicht auf Bauernhof;Betriebe;21
2005;Winter;Katschberg/Lieser- und Maltatal;Privatquartiere nicht auf Bauernhof;Betten;129
2005;Winter;Katschberg/Lieser- und Maltatal;Privatquartiere nicht auf Bauernhof;Zimmer;0
2005;Winter;Katschberg/Lieser- und Maltatal;Privatquartiere nicht auf Bauernhof;Zusatzbetten;13
2005;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Betriebe;38
2005;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Betten;271
2005;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Zimmer;0
2005;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Zusatzbetten;32
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Betriebe;6
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Betten;126
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Zusatzbetten;25
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Betriebe;5
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Betten;1448
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Zusatzbetten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Betriebe;51
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Betten;365
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;30
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;157
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Betten;1011
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;153
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;86
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;1558
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;694
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;120
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Betriebe;61
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Betten;2178
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Zimmer;1032
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;245
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betriebe;13
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betten;1395
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zimmer;743
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zusatzbetten;204
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;35
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Betten;937
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;160
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Betriebe;1
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Betten;72
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Zusatzbetten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Betriebe;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Betten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Zusatzbetten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kurheim der Sozialversich.träger;Betriebe;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kurheim der Sozialversich.träger;Betten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kurheim der Sozialversich.träger;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Kurheim der Sozialversich.träger;Zusatzbetten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Betriebe;1
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Betten;72
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Zusatzbetten;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Betriebe;34
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Betten;243
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Zusatzbetten;35
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Betriebe;64
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Betten;417
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Zusatzbetten;77
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Betriebe;17
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Betten;290
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Zimmer;0
2005;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Zusatzbetten;16
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Betriebe;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Betten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Zusatzbetten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Betriebe;7
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Betten;2120
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Zusatzbetten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Betriebe;113
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Betten;922
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;137
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;396
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Betten;2609
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;532
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;52
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;989
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;453
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;99
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Betriebe;106
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Betten;3888
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Zimmer;1690
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;469
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betriebe;31
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betten;2325
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zimmer;1130
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zusatzbetten;325
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;70
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Betten;2279
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;477
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Betriebe;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Betten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Zusatzbetten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Betriebe;1
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Betten;300
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Zusatzbetten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Betriebe;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Betten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Zusatzbetten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Private u. öffentl. Kurheime;Betriebe;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Private u. öffentl. Kurheime;Betten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Private u. öffentl. Kurheime;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Private u. öffentl. Kurheime;Zusatzbetten;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Betriebe;101
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Betten;701
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Zusatzbetten;69
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Betriebe;154
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Betten;1071
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Zusatzbetten;94
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Betriebe;3
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Betten;141
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Zimmer;0
2005;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Zusatzbetten;25
2005;Winter;Region Klagenfurt;Bewirtschaftete Schutzhütten;Betriebe;0
2005;Winter;Region Klagenfurt;Bewirtschaftete Schutzhütten;Betten;0
2005;Winter;Region Klagenfurt;Bewirtschaftete Schutzhütten;Zimmer;0
2005;Winter;Region Klagenfurt;Bewirtschaftete Schutzhütten;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Campingplatz;Betriebe;1
2005;Winter;Region Klagenfurt;Campingplatz;Betten;1520
2005;Winter;Region Klagenfurt;Campingplatz;Zimmer;0
2005;Winter;Region Klagenfurt;Campingplatz;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Betriebe;0
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Betten;0
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;8
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Betten;57
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2005;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;7
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;18
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;301
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;152
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;24
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Betriebe;19
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Betten;768
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Zimmer;412
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;64
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betriebe;10
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betten;742
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zimmer;405
2005;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zusatzbetten;41
2005;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;0
2005;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Betten;0
2005;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2005;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Betriebe;1
2005;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Betten;144
2005;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Zimmer;0
2005;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Zusatzbetten;20
2005;Winter;Region Klagenfurt;Kinder- u. Jugenderholungsheime;Betriebe;0
2005;Winter;Region Klagenfurt;Kinder- u. Jugenderholungsheime;Betten;0
2005;Winter;Region Klagenfurt;Kinder- u. Jugenderholungsheime;Zimmer;0
2005;Winter;Region Klagenfurt;Kinder- u. Jugenderholungsheime;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Kurheim der Sozialversich.träger;Betriebe;0
2005;Winter;Region Klagenfurt;Kurheim der Sozialversich.träger;Betten;0
2005;Winter;Region Klagenfurt;Kurheim der Sozialversich.träger;Zimmer;0
2005;Winter;Region Klagenfurt;Kurheim der Sozialversich.träger;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Private u. öffentl. Kurheime;Betriebe;0
2005;Winter;Region Klagenfurt;Private u. öffentl. Kurheime;Betten;0
2005;Winter;Region Klagenfurt;Private u. öffentl. Kurheime;Zimmer;0
2005;Winter;Region Klagenfurt;Private u. öffentl. Kurheime;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Betriebe;4
2005;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Betten;25
2005;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Zimmer;0
2005;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Zusatzbetten;0
2005;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Betriebe;9
2005;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Betten;80
2005;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Zimmer;0
2005;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Zusatzbetten;16
2005;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Betriebe;9
2005;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Betten;146
2005;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Zimmer;0
2005;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Zusatzbetten;22
2005;Winter;Region Villach;Bewirtschaftete Schutzhütten;Betriebe;1
2005;Winter;Region Villach;Bewirtschaftete Schutzhütten;Betten;13
2005;Winter;Region Villach;Bewirtschaftete Schutzhütten;Zimmer;0
2005;Winter;Region Villach;Bewirtschaftete Schutzhütten;Zusatzbetten;20
2005;Winter;Region Villach;Campingplatz;Betriebe;9
2005;Winter;Region Villach;Campingplatz;Betten;4522
2005;Winter;Region Villach;Campingplatz;Zimmer;0
2005;Winter;Region Villach;Campingplatz;Zusatzbetten;0
2005;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Betriebe;48
2005;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Betten;416
2005;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2005;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;31
2005;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;429
2005;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Betten;2997
2005;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2005;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;269
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;94
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;1569
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;771
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;200
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Betriebe;109
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Betten;3991
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Zimmer;1916
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;435
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betriebe;23
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betten;2867
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zimmer;1407
2005;Winter;Region Villach;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zusatzbetten;424
2005;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;69
2005;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Betten;2008
2005;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2005;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;229
2005;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Betriebe;1
2005;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Betten;150
2005;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Zimmer;0
2005;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Zusatzbetten;0
2005;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Betriebe;0
2005;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Betten;0
2005;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Zimmer;0
2005;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Zusatzbetten;0
2005;Winter;Region Villach;Kurheim der Sozialversich.träger;Betriebe;0
2005;Winter;Region Villach;Kurheim der Sozialversich.träger;Betten;0
2005;Winter;Region Villach;Kurheim der Sozialversich.träger;Zimmer;0
2005;Winter;Region Villach;Kurheim der Sozialversich.träger;Zusatzbetten;0
2005;Winter;Region Villach;Private u. öffentl. Kurheime;Betriebe;4
2005;Winter;Region Villach;Private u. öffentl. Kurheime;Betten;421
2005;Winter;Region Villach;Private u. öffentl. Kurheime;Zimmer;0
2005;Winter;Region Villach;Private u. öffentl. Kurheime;Zusatzbetten;3
2005;Winter;Region Villach;Privatquartiere auf Bauernhof;Betriebe;45
2005;Winter;Region Villach;Privatquartiere auf Bauernhof;Betten;338
2005;Winter;Region Villach;Privatquartiere auf Bauernhof;Zimmer;0
2005;Winter;Region Villach;Privatquartiere auf Bauernhof;Zusatzbetten;14
2005;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Betriebe;127
2005;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Betten;796
2005;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Zimmer;0
2005;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Zusatzbetten;53
2005;Winter;Region Villach;Sonstige Fremdenunterkunft;Betriebe;10
2005;Winter;Region Villach;Sonstige Fremdenunterkunft;Betten;594
2005;Winter;Region Villach;Sonstige Fremdenunterkunft;Zimmer;0
2005;Winter;Region Villach;Sonstige Fremdenunterkunft;Zusatzbetten;205
2005;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Betriebe;0
2005;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Betten;0
2005;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Zimmer;0
2005;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Zusatzbetten;0
2005;Winter;Wörthersee/Rosental;Campingplatz;Betriebe;6
2005;Winter;Wörthersee/Rosental;Campingplatz;Betten;3690
2005;Winter;Wörthersee/Rosental;Campingplatz;Zimmer;0
2005;Winter;Wörthersee/Rosental;Campingplatz;Zusatzbetten;0
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Betriebe;23
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Betten;188
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;34
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;205
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Betten;1234
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2005;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;249
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;84
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;1539
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;754
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;106
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Betriebe;82
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Betten;2606
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Zimmer;1238
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;280
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betriebe;36
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Betten;2373
2005;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5*/4*/4* Superior;Zimmer;1221
